id,name,city,state,best_route,email,contact_form,facebook,instagram,phone,website,hours_verified,lounge,already_written_to
4653,CigarSpots,Orange,CA,contact form,,https://cigarspots.com/contact-us/,https://www.facebook.com/CigarSpots,https://www.instagram.com/cigarspots_com/,(714) 942-1503,cigarspots.com/orange-spot/?aff=3,yes,,
5185,Fame Cigars and Wine,Palm Springs,CA,contact form,,https://www.famelounge-ps.com/contact-us/,https://www.facebook.com/FameLoungePS,,(760) 320-2752,famelounge-ps.com,yes,yes,
5186,Tinder Box,Palm Springs,CA,contact form,,https://www.tinderboxpalmsprings.com/contact/,,,(760) 325-4041,tinderboxpalmsprings.com,yes,,
4208,Captain Tobacco,Pasadena,CA,facebook,,,https://www.facebook.com/Captain-Tobacco-126064387448332/,https://www.instagram.com/captaintobacco/,(626) 795-4714,captaintobacco.com,yes,,
8624,Cigars Tobacco Hut,Pleasanton,CA,phone,,,,,(925) 484-1467,cigarstobaccohut.com,yes,yes,
4794,Mi Havana Cigar House,Pomona,CA,email,cubancigarrollers@gmail.com,,,,(626) 780-3841,mihavanacigars.com,yes,,
8996,Casillas Cigar Company,Sacramento,CA,email,casillascigarcompany@gmail.com,,,,(916) 448-5052,Casillascigarcompany.com,yes,,
2364,Racine & Laramie Tobacconist,San Diego,CA,email,contact@racineandlaramie.com,,,,(619) 291-7833,racineandlaramie.com,yes,,
40094,Royal Cigar,San Diego,CA,contact form,,https://www.royalcigarlounge.com/contact#site-content,,,,royalcigarlounge.com,yes,,
8574,Cigar Bar & Grill,San Francisco,CA,contact form,,https://www.cigarbarandgrill.com/index.php/contact-cbg,https://www.facebook.com/cigarbarsf,https://www.instagram.com/cigarbar_sf/,(415) 398-0850,cigarbarandgrill.com,yes,yes,
8518,Occidental Cigar Club,San Francisco,CA,email,471occidental@gmail.com,,,,(415) 834-0485,occidentalcigarclub.com,yes,yes,
8681,LG Cigar Club,San Jose,CA,email,cigar@lgcigars.com,,,,(408) 395-7800,lgcigars.com,yes,yes,
8687,Mission Pipe Shop,San Jose,CA,email,missionpipesj@gmail.com,https://www.missionpipe.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.6,https://www.facebook.com/ThemeRexStudio,https://www.instagram.com/themerex_net/,(408) 293-5144,missionpipe.com,yes,,
8682,West Coast Cigars,San Jose,CA,email,info@westcoastcigars.net,,,,(408) 326-2274,westcoastcigars.net,yes,yes,
3822,Cigar Empire Santa Barbara,Santa Barbara,CA,contact form,,https://cigarempireonline.com/contact/,,,(805) 563-0200,cigarempireonline.com,yes,yes,
4156,Mursuli Cigars,Temple City,CA,email,oscar@mursulicigars.com,,,,(626) 444-3443,mursulicigars.com,yes,yes,
3729,Stixx Cigar House,Thousand Oaks,CA,email,info@stixxcigarhouse.com,,,,(805) 330-4124,stixxcigarhouse.com,yes,yes,
3442,Blue Flame Cigar Lounge,Torrance,CA,contact form,,https://www.blueflamecigarlounge.com/contact,https://www.facebook.com/BlueFlameCigarLounge,https://www.instagram.com/blueflamecigarlounge/,(310) 533-4100,blueflamecigarlounge.com,yes,yes,
3979,Smokers Castle,Ventura,CA,contact form,,https://venturacigarlounge.com/index.php/contact-us/,,,(805) 643-7894,venturacigarlounge.com/index.php/contact-us,yes,yes,
3980,Ventura Cigar Lounge,Ventura,CA,contact form,,https://venturacigarlounge.com/index.php/contact-us/,,,(805) 643-7894,venturacigarlounge.com/index.php/contact-us,yes,yes,
9099,Sequoia Cigar,Visalia,CA,phone,,,,,(559) 738-8115,sequoiacigar.com,yes,,
3963,Cuban Seed Cigar Lounge,West Hollywood,CA,email,info@thecubanseed.com,,,,(310) 854-0353,cubanseed.com,yes,yes,
3965,WeHo Cigar & Smoke Shop,West Hollywood,CA,email,info@wehosmokeshop.com,,,,(424) 274-3844,wehosmokeshop.com,yes,,
3873,Cigar Inc,Woodland Hills,CA,email,info@cigarinc.com,,,,(818) 719-9885,cigarinc.com,yes,,
11635,Smolder Cigar Lounge,Aurora,CO,contact form,,https://www.smolder-lounge.com/contact,https://www.facebook.com/wix,https://www.instagram.com/wix,(303) 872-3413,smolder-lounge.com,yes,yes,
11516,3D's Cigars,Colorado Springs,CO,contact form,,https://www.3dscigars.com/contact/,https://www.facebook.com/p/3-Ds-Cigars-Colorado-Springs-100088825490003/,https://www.instagram.com/3dscigars.cs,(719) 375-5172,3dscigars.com,yes,yes,
11284,Old West Cigar and Tobacco Company,Colorado Springs,CO,email,sales@smokeme.com,,,,(719) 635-0211,smokeme.com,yes,yes,
11348,Cigars On 6th,Denver,CO,contact form,,https://www.cigarson6th.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.4,https://www.facebook.com/pages/Cigars-On-Sixth/80504782490,,(303) 830-8100,cigarson6th.com,yes,,
11269,Edward's Pipe & Tobacco Shop,Englewood,CO,email,nick@edwardspipeandtobacco.com,,,,(303) 781-7662,edwardspipeandtobacco.com,yes,yes,
11520,Stanley Pappas Cigar,Greenwood Village,CO,facebook,,,https://www.facebook.com/wix,,(303) 792-2519,stanleypappas.com,yes,yes,
11405,Tobacco Leaf,Lakewood,CO,email,info@tlcshop.com,,,,(303) 274-8720,tlcshop.com,yes,yes,
11359,Smoking Cave Cigar Lounge,Littleton,CO,email,info@smokingcave.com,,,,(303) 713-0022,smokingcave.com,yes,yes,
22356,Vanguard Cigar Club,Branford,CT,email,vanguardcigar@gmail.com,,,,(203) 600-8783,vanguardcigar.com,yes,yes,
22229,The Cigar Republic,Danbury,CT,contact form,,https://www.thecigarrepublic.com/contact#facebook-unauth-icon,https://www.facebook.com/TheCigarRepublic,https://www.instagram.com/thecigarrepublic_conshohocken/?igshid=qy0x8avs04el,(203) 826-9809,TheCigarRepublic.com,yes,yes,
22500,Connecticut Valley Tobacconist,Enfield,CT,email,oldpowderkeg@msn.com,,,,(860) 763-4655,cvtobacco.com,yes,yes,
22268,Farmington Valley Cigar,Farmington,CT,email,farmingtonvalleycigar@gmail.com,,,,(860) 404-2091,FarmingtonValleyCigar.com,yes,,
22099,The Tobacconist of Greenwich,Greenwich,CT,email,onlineorders@tobacconistofgreenwich.com,,,,(203) 869-5401,tobacconistofgreenwich.com,yes,,
22196,Prime Tobacconist,Milford,CT,email,arturo@primetobacconist.com,,,,(203) 283-0699,primetobacconist.com,yes,yes,
22281,The Owl Shop,New Haven,CT,contact form,,https://owlshopcigars.com/contact-us.php,https://www.facebook.com/owlshopcigarlounge,https://www.instagram.com/theofficialowlshop/,(203) 624-3250,owlshopcigars.com,yes,,
22251,Orange Cigar Lounge,Orange,CT,email,info@orangecigarandmore.com,,,,(203) 298-4990,orangecigarandmore.com,yes,yes,
22483,Horsepower Cigar Lounge,Uncasville,CT,email,horsepowercigarlounge@gmail.com,,,,(860) 892-8089,horsepowercigarlounge.com,yes,yes,
22180,Smokeeasy Cigar Parlor,Watertown,CT,email,info@smokeeasycigar.com,,,,(860) 417-6055,smokeeasycigar.com,yes,yes,
20020,Petworth Cigars,Washington,DC,email,petworthcigars@gmail.com,,,,(240) 535-5202,petworthcigars.com,yes,yes,
18884,Signature Cigars,Washington,DC,email,tobacconist@signaturecigarsdc.com,,,,(202) 244-6040,signaturecigarsdc.com,yes,yes,
20471,E Squared Cigar Sports Bar,Wilmington,DE,email,esquaredcigars@gmail.com,,,,(302) 543-5517,esquaredcigarbar.com,yes,,
489,Cigars on the Boulevard,Apollo Beach,FL,contact form,,https://mailchi.mp/1964d9bea208/contact-us,https://www.facebook.com/CigarsOnTheBlvd,https://www.instagram.com/cigarsontheblvd/,(813) 213-9607,cigarsotb.com,yes,yes,
1843,Strikes Cigar Lounge,Boca Raton,FL,email,strikescigarlounge@gmail.com,,,,(561) 419-8827,strikescigarlounge.com,yes,yes,
449,Blue Smoke Cigar Bar,Clearwater,FL,phone,,,,,(727) 796-3777,bluesmokecigarbar.com,yes,yes,
401,Cigar Circus - Showroom,Clearwater,FL,email,info@cigarcircus.com,,,,(800) 515-6680,cigarcircus.com,yes,,
1622,His and Hers Cigars,Cocoa,FL,email,hisandherscigarsllc@gmail.com,,,,(407) 476-9282,hisandherscigars.com,yes,,
1662,The Office Cigar Lounge,Cocoa Beach,FL,email,info@officecigars.com,,,,(321) 290-0286,Officecigars.com,yes,yes,
916,Cigar Cellar Of Miami,Coral Gables,FL,email,orders@cigarcellarofmiami.com,,,,(305) 381-0458,cigarcellarofmiami.com,yes,yes,
922,Miami Tobacco Traders,Coral Gables,FL,email,mariaugolini@hotmail.com,,,,(305) 445-0100,miamitobaccotrader.com,yes,,
1536,Aficionado's Premium Cigars and Wine,Coral Springs,FL,contact form,,https://cigarwine.net/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.7,https://www.facebook.com/gary.teitelbaum1/,https://www.instagram.com/aficionado_cigars,(954) 341-1322,cigarwine.net,yes,yes,
1676,Cigar Cartel Posner,Davenport,FL,facebook,,,https://www.facebook.com/Cigarcartel/,https://www.instagram.com/cigarcartelfl/,(863) 288-1022,cigarcartel.net,yes,,
6299,Cigar Hustler,Deltona,FL,contact form,,https://www.cigarhustler.com/contact#,,,(386) 574-3556,cigarhustler.com,yes,,
6753,Harbor Cigars,Destin,FL,email,harborcigars@hotmail.com,,,,(850) 650-3111,harborcigars.com,yes,,
1411,Bonita Smoke Shop & Cigar Lounge,Estero,FL,instagram,,,,https://www.instagram.com/thebonitasmokeshop/,(239) 495-9296,bonitasmokeshop.com,yes,yes,
6941,Ash Street Cigar Parlor,Fernandina Beach,FL,email,info@ashstcigar.com,,,,(904) 326-5662,ashstcigarparlor.com,yes,yes,
6951,Waterwheel Cigar,Fernandina Beach,FL,email,sw@waterwheelcigar.com,,,,(904) 310-9100,waterwheelcigar.com,yes,yes,
1486,Backstage Cigar Lounge,Fort Lauderdale,FL,email,info@backstagecigars.com,,,,(754) 356-5292,backstagecigars.com,yes,yes,
618,Cigar Bar Live,Fort Myers,FL,phone,,,,,(239) 337-4662,liveonhendry.com,yes,yes,
220,Cigar Cutters,Fort Myers,FL,email,info@cigarcuttersswfl.com,,,,(239) 985-9116,cigarcuttersswfl.com,yes,yes,
632,Toast Cigar Bar,Fort Myers,FL,phone,,,,,(239) 313-7289,toastcigars.com,yes,yes,
203,Jen's Cigar Bar,Fort Myers Beach,FL,email,jenscigarbar@icloud.com,,,,(239) 208-3449,jenscigarbar.com,yes,yes,
1353,Royal Cigars,Hallandale Beach,FL,contact form,,https://royalcigarsgulfstream.com/contact#,,,(855) 222-4279,royalcigarsgulfstream.com,yes,,
1354,Xavier's Cigar Lounge,Hallandale Beach,FL,contact form,,https://xavierscigars.com/contact-us/,https://www.facebook.com/XaviersCigarLnge/,https://www.instagram.com/xaviers_cigarlounge/,(754) 208-2719,xavierscigars.com,yes,yes,
6663,850 Cigar Lounge,Havana,FL,email,85zero.cigars@gmail.com,,,,(850) 528-2392,850cigarlounge.com,yes,yes,
1007,3 Islas Cigar Lounge,Hialeah,FL,facebook,,,https://www.facebook.com/3islascigar,https://www.instagram.com/3islascigar/,(786) 332-3295,3islascigar.com,yes,yes,
1446,Cuenca Cigars,Hollywood,FL,email,sales@cuencacigars.com,,,,(954) 364-7660,CuencaCigars.com,yes,yes,
6914,Marmol Cigars Shop,Jacksonville,FL,email,marmolcigarshop@gmail.com,,,,(904) 587-9010,marmolcigarshop.com,yes,,
6833,Second Wind Cigars,Jacksonville,FL,email,contact@secondwindcigars.com,,,,(904) 516-4712,secondwindcigars.com,yes,yes,
1885,Perfect Ash Cigar Lounge,Jensen Beach,FL,phone,,,,,(772) 261-8019,perfectashllc.com,yes,yes,
1969,Warped Cigars,Jupiter,FL,email,help@warpedcigars.com,,,,(561) 366-7204,warpedcigars.com,yes,,
6396,Corona Cigar Company & Montecristo Lounge,Lake Mary,FL,email,info@coronacigar.com,https://www.coronacigar.com/contact-us/,https://www.facebook.com/coronacigar,https://www.instagram.com/coronacigarco/,(407) 333-3453,coronacigar.com,yes,yes,
1674,Low Ball Louie's Cigars,Lake Wales,FL,email,louies@gmail.com,,,,(863) 678-0043,lowballlouies.com,yes,,
566,Cozy Cigar Lounge,Largo,FL,email,handrolledcigars.shop@gmail.com,,,,(727) 216-6728,cozycigars.com,yes,yes,
6185,ESCAPE CIGAR LOUNGE,Leesburg,FL,email,contact@escapecigarlounge.com,,,,(352) 901-6952,escapecigarlounge.com,yes,yes,
6422,Historic Cigars Longwood,Longwood,FL,email,cigarshistoric@gmail.com,,,,(305) 890-3311,historiccigar.com,yes,,
1695,Burn One Cigars,Margate,FL,contact form,,https://burnonecigars.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.7,https://www.facebook.com/burnonecigars,https://www.instagram.com/burnonecigars,(954) 970-0001,Burnonecigars.com,yes,yes,
1751,Executive Cigar Shop & Lounge,Melbourne,FL,email,info@executivecigarshop.com,,,,(321) 733-4554,executivecigarshop.com,yes,yes,
1046,Casa Habano,Miami,FL,contact form,,https://casahabano.net/wp-content/plugins/business-profile/assets/css/contact-card.css?ver=2.3.21,,,(305) 772-8952,casahabano.net,yes,yes,
1026,Cigars Crafters,Miami,FL,contact form,,https://cccrafter.com/contact#stumbleupon-path-1,https://www.facebook.com/CCraftersCigars/,https://www.instagram.com/cigarscrafters/,(305) 420-5383,cccrafter.com,yes,,
1396,City Cigar Lounge,Miami,FL,email,tico@citycigarlounge.com,,,,(786) 536-9376,CityCigarLounge.com,yes,yes,
1085,El Titan de Bronze,Miami,FL,contact form,,https://eltitancigars.com/pages/contact-us,https://www.facebook.com/etbcigars,https://www.instagram.com/eltitandebronze/,(305) 860-1412,eltitancigars.com,yes,,
1049,Mr. Cigars,Miami,FL,email,info@mistercigars.com,,,,(786) 493-9042,mistercigars.com,yes,yes,
815,My Tobacconist Smoke Shop,Miami,FL,facebook,,,http://www.facebook.com/mytobacconist,http://www.instagram.com/mytobacconistsmokeshop,(305) 378-9223,MyTobacconist.com,yes,,
1029,Pita Cigars,Miami,FL,email,pitacigars@att.net,,,,(305) 548-1212,pitacigars.com,yes,,
1111,Espanola Cigar Bar and Lounge,Miami Beach,FL,email,claudio@espanolacigarbar.com,,,,(305) 604-3432,espanolacigarbar.com,yes,yes,
1035,Freedom Fine Cigars and Lounge,Naples,FL,phone,,,,,(239) 207-9070,freedomfinecigars.com,yes,yes,
1000,Vintino Cigars,Naples,FL,email,info@vintinoscigars.com,,,,(239) 963-9410,VintinoCigars.com,yes,,
403,Jallo Cigar Lounge,New Port Richey,FL,email,contact@jallowinespirits.com,,,,(727) 625-3677,Jallowinespirits.com,yes,yes,
6430,Admiral Cigar Club,Orlando,FL,email,karina@admiralcigar.com,,,,(407) 637-5236,admiralcigar.com,yes,yes,
1769,Cigars To Go,Orlando,FL,email,inbusinessway@gmail.com,,,,(407) 283-8383,orlandocigarstogo.com,yes,,
1650,Corona Cigar Company,Orlando,FL,email,info@coronacigar.com,https://www.coronacigar.com/contact-us/,https://www.facebook.com/coronacigar,https://www.instagram.com/coronacigarco/,(407) 248-1212,coronacigar.com,yes,,
1902,Churchill Cigar Company,Palm Beach,FL,email,mail@churchillcigarcompany.com,,,,(561) 631-8877,churchillcigarcompany.com,yes,yes,
1949,Sabor Havana Cigars,Palm Beach Gardens,FL,email,saborhavanacigarlounge@gmail.com,https://saborhavanalounge.com/contact,https://www.facebook.com/saborhavanacigar/,https://www.instagram.com/saborhavanacigarlounge,(561) 626-6700,saborhavana.com,yes,yes,
6347,Humidor,Palm Coast,FL,facebook,,,http://facebook.com/HumidorPalmCoast,,(386) 445-2221,humidorpalmcoast.com,yes,,
1307,Cigar State,Pembroke Pines,FL,contact form,,http://cigarstate.com/contact-us/,,https://www.instagram.com/flickr,(754) 400-9601,cigarstate.com,yes,,
1738,St Lucie Smoke & Cigars,Port St Lucie,FL,contact form,,https://stluciesmoke.com/contact#,https://www.facebook.com/111741288616239,https://www.instagram.com/st.luciesmokeandcigar/,(772) 249-5344,stluciesmoke.com,yes,,
519,Fedora's Cigar & Wine Bar,Punta Gorda,FL,contact form,,https://fedorascigarbar.com/contact-us,https://www.facebook.com/profile.php?id=61556348382534,https://www.instagram.com/fedorascigars?igsh=MXAwdnA4MHMyZ2Jkdw%3D%3D&amp;utm_source=qr,(941) 621-8732,fedorascigarbar.com,yes,yes,
6788,Gulf Wind Cigars,Santa Rosa Beach,FL,phone,,,,,(850) 278-6066,gulfwindcigars.com,yes,,
501,Bennington Tobacconist,Sarasota,FL,email,benningtonsales@gmail.com,,,,(941) 388-1562,benningtons.com,yes,,
500,Corona Cigar Company & El Septimo VIP Lounge,Sarasota,FL,email,info@coronacigar.com,https://www.coronacigar.com/contact-us/,https://www.facebook.com/coronacigar,https://www.instagram.com/coronacigarco/,(941) 240-9711,coronacigar.com,yes,yes,
598,Maduro Cigar & Bar,Sarasota,FL,email,maduroscigar@gmail.com,https://maduroscigarsrq.com/contact,https://www.facebook.com/maduroscigar,https://www.instagram.com/maduroscigarbar/?hl=en,(941) 925-4747,maduroscigarsrq.com,yes,yes,
414,Mardo Cigars,Sarasota,FL,email,info@mardocigars.com,,,,(941) 706-3325,mardocigars.com,yes,yes,
894,"Cuba Linda Cigars, Beans & Culture",South Miami,FL,email,info@cubalindaculture.com,,,,(786) 877-5279,CubaLindaCulture.com,yes,,
6654,Stogies Cigar Shop,St Augustine,FL,email,stogiescigars@yahoo.com,,,,(904) 819-0092,stogiescigarshop.com,yes,yes,
1541,Old Fashion Cigar Lounge,St Cloud,FL,phone,,,,,(321) 805-4007,oldfashioncigar.com,yes,yes,
223,Central Cigars,St Petersburg,FL,contact form,,https://centralcigarsdtsp.com/contact-us/,,,(727) 898-2442,centralcigarsdtsp.com,yes,yes,
